epoch,train_loss,validation_loss
1,0.5408070087432861,0.47853872179985046
2,0.4926295280456543,0.4334985017776489
3,0.4470266103744507,0.39105749130249023
4,0.40403246879577637,0.35121816396713257
5,0.3636555075645447,0.3140034079551697
6,0.32589396834373474,0.27940118312835693
7,0.2907680571079254,0.2474220246076584
8,0.2582651376724243,0.21804678440093994
9,0.22835871577262878,0.1912555694580078
10,0.20102053880691528,0.1670019030570984
11,0.17621544003486633,0.1452436000108719
12,0.15388768911361694,0.12591975927352905
13,0.13397672772407532,0.10892678052186966
14,0.11639834940433502,0.0941525399684906
15,0.10106600821018219,0.0815051943063736
16,0.08788925409317017,0.07089252769947052
17,0.07675379514694214,0.06217241287231445
18,0.06753483414649963,0.05520152300596237
19,0.060087814927101135,0.04981377348303795
20,0.05426091328263283,0.0458369255065918
21,0.04988472908735275,0.043102871626615524
22,0.04677882045507431,0.04142545163631439
23,0.04475577175617218,0.040611132979393005
24,0.04362772777676582,0.04047267511487007
25,0.04320769011974335,0.04083092883229256
26,0.043312765657901764,0.04151294380426407
27,0.04377242922782898,0.04236573725938797
28,0.04443129897117615,0.043257053941488266
29,0.0451522096991539,0.04407701641321182
30,0.04582173749804497,0.04473983496427536
31,0.046352140605449677,0.0451849028468132
32,0.04668117314577103,0.04537711665034294
33,0.04677247256040573,0.04530319198966026
34,0.04661101847887039,0.044970571994781494
35,0.04620148241519928,0.04440226033329964
36,0.04556428641080856,0.04363112151622772
37,0.0447317436337471,0.04269719123840332
38,0.043743059039115906,0.041645597666502
39,0.042641349136829376,0.04052115976810455
40,0.041471291333436966,0.03936557471752167
41,0.04027446731925011,0.03821688890457153
42,0.039089273661375046,0.03710908070206642
43,0.03794871270656586,0.036069538444280624
44,0.036879416555166245,0.03511764109134674
45,0.035901058465242386,0.034265704452991486
46,0.035026393830776215,0.033522117882966995
47,0.03426126763224602,0.03288792446255684
48,0.033605512231588364,0.03235926479101181
49,0.03305543214082718,0.031929850578308105
50,0.032603174448013306,0.031589575111866
51,0.032238323241472244,0.03132518008351326
52,0.0319480337202549,0.031122863292694092
53,0.031718604266643524,0.030968964099884033
54,0.031535856425762177,0.030849656090140343
55,0.03138631582260132,0.030752047896385193
56,0.03125800937414169,0.030665423721075058
57,0.03114018589258194,0.030581466853618622
58,0.031023766845464706,0.030493520200252533
59,0.030901558697223663,0.0303962342441082
60,0.03076847642660141,0.03028617985546589
61,0.030621767044067383,0.030162256211042404
62,0.030459903180599213,0.030024642124772072
63,0.03028339147567749,0.029874734580516815
64,0.030093397945165634,0.029714584350585938
65,0.029892072081565857,0.029546037316322327
66,0.0296824648976326,0.029372449964284897
67,0.02946782484650612,0.029196903109550476
68,0.029251545667648315,0.02902214042842388
69,0.02903641387820244,0.028850845992565155
70,0.02882532775402069,0.02868456020951271
71,0.02862050011754036,0.02852500230073929
72,0.02842354029417038,0.028373202309012413
73,0.028235387057065964,0.028229091316461563
74,0.028056535869836807,0.02809256687760353
75,0.027887046337127686,0.027962593361735344
76,0.02772650681436062,0.02783852070569992
77,0.027573933824896812,0.027719346806406975
78,0.027427857741713524,0.027603525668382645
79,0.027287114411592484,0.027489647269248962
80,0.027150215581059456,0.027376342564821243
81,0.027015717700123787,0.02726239338517189
82,0.026882585138082504,0.02714686095714569
83,0.02674984745681286,0.027028856799006462
84,0.026616420596837997,0.026908598840236664
85,0.02648194134235382,0.026785843074321747
86,0.02634606882929802,0.0266606193035841
