epoch,train_loss,validation_loss
1,0.3717495799064636,0.35283663868904114
2,0.33587342500686646,0.3181067705154419
3,0.3022860586643219,0.28566524386405945
4,0.2709876596927643,0.25548219680786133
5,0.2419944405555725,0.2275654673576355
6,0.21530145406723022,0.20189550518989563
7,0.19087883830070496,0.1784447431564331
8,0.16868649423122406,0.15718334913253784
9,0.14867790043354034,0.13808101415634155
10,0.13079765439033508,0.12106099724769592
11,0.11498494446277618,0.10605140030384064
12,0.101158507168293,0.09295520186424255
13,0.08922820538282394,0.08166435360908508
14,0.07910186797380447,0.07208503037691116
15,0.07067299634218216,0.06410776823759079
16,0.06381866335868835,0.057620614767074585
17,0.05840503051877022,0.05248700827360153
18,0.054287515580654144,0.04855239391326904
19,0.05131103843450546,0.045663248747587204
20,0.04931383207440376,0.04366060346364975
21,0.048130858689546585,0.042382799088954926
22,0.047597985714673996,0.04166806489229202
23,0.04754771292209625,0.041364770382642746
24,0.047823451459407806,0.041333481669425964
25,0.04828432947397232,0.04145294055342674
26,0.04880710691213608,0.04162035137414932
27,0.04928860068321228,0.041757695376873016
28,0.049650829285383224,0.04180791229009628
29,0.04983925446867943,0.04173509404063225
30,0.04982208088040352,0.04152027517557144
31,0.04958652704954147,0.041161976754665375
32,0.049136437475681305,0.040670618414878845
33,0.048489995300769806,0.040066495537757874
34,0.0476747564971447,0.03937608003616333
35,0.04672371968626976,0.038628172129392624
36,0.04567402973771095,0.037851929664611816
37,0.04456228390336037,0.037078142166137695
38,0.04342386871576309,0.03632981702685356
39,0.04228989779949188,0.03562754765152931
40,0.04118864983320236,0.034990184009075165
41,0.040143031626939774,0.03442851081490517
42,0.03916974738240242,0.03394724056124687
43,0.03828130289912224,0.03354741632938385
44,0.037484172731637955,0.033227235078811646
45,0.03677994757890701,0.03298044949769974
46,0.03616715967655182,0.03279693424701691
47,0.03563868999481201,0.03266502544283867
48,0.035185545682907104,0.03257182985544205
49,0.034796811640262604,0.032504625618457794
50,0.034460391849279404,0.032450225204229355
51,0.03416408598423004,0.032396674156188965
52,0.033895451575517654,0.03233299404382706
53,0.033643096685409546,0.032249514013528824
54,0.03339829295873642,0.03214159607887268
55,0.03315414860844612,0.032005637884140015
56,0.03290529549121857,0.031838901340961456
57,0.032647546380758286,0.031640611588954926
58,0.032379284501075745,0.03141257166862488
59,0.03210015222430229,0.031157126650214195
60,0.031810462474823,0.030877377837896347
61,0.03151153773069382,0.03057786449790001
62,0.0312057975679636,0.03026367723941803
63,0.030896073207259178,0.029941115528345108
64,0.030585337430238724,0.02961476892232895
65,0.030276481062173843,0.02928870916366577
66,0.029972219839692116,0.028967220336198807
67,0.029675539582967758,0.02865321934223175
68,0.029388684779405594,0.0283491313457489
69,0.02911318838596344,0.028056960552930832
70,0.028849540278315544,0.027777353301644325
